 Loan_ID, Nos_Dep, Education, Self_employed, Annual_income, Loan_amount, Loan_Term, Cibil_score, Residential_assets_value, Commercial_assets_value, Luxury_assets_value, Bank_asset_value, Loan_status
1629,3, Graduate, Yes,4700000,13200000,12,440,4000000,3300000,16600000,4300000,0
1630,1, Not Graduate,,400000,1400000,12,468,700000,0,,400000,0
1631,0, Not Graduate, Yes,2400000,9100000,8,368,2200000,200000,5600000,3300000,0
1632,4, Graduate, No,5700000,21900000,2,871,3200000,1700000,14400000,6100000,1
1633,5, Graduate, No,9000000,32800000,4,773,10600000,4100000,,11500000,1
1634,1, Graduate, No,1600000,4500000,,673,1900000,2700000,3700000,1300000,1
1635,0, Graduate, Yes,9800000,34100000,20,760,21500000,9400000,33400000,13600000,1
1636,0, Graduate, Yes,3300000,9000000,18,754,6100000,3900000,6900000,4700000,1
1637,3, Graduate,,700000,2200000,8,617,1600000,400000,2400000,900000,1
1638,3, Not Graduate, Yes,8400000,29500000,20,661,14600000,3400000,28900000,10900000,1
1639,1, Graduate, Yes,4000000,12100000,12,356,10500000,2500000,15600000,5000000,0
1640,, Not Graduate, No,3900000,14600000,2,730,9200000,4000000,14600000,5400000,1
1641,0, Graduate, Yes,1000000,3100000,6,525,1900000,1700000,2800000,1400000,0
1642,1, Not Graduate, Yes,3600000,13100000,8,543,2900000,100000,9900000,2700000,0
1643,5, Graduate, No,7000000,18400000,12,520,4700000,11900000,17000000,3800000,0
1644,4, Not Graduate, Yes,5000000,18000000,14,307,5300000,5600000,12800000,3300000,0
1645,2, Not Graduate, Yes,6700000,23100000,4,304,14400000,7100000,,10000000,1
1646,0, Graduate, Yes,5900000,22700000,18,855,13400000,6300000,14500000,4000000,1
1647,4, Not Graduate,nan,6000000,15800000,18,593,6800000,4800000,13200000,6400000,1
1648,1, Not Graduate, Yes,700000,1400000,10,523,700000,1100000,1600000,900000,0
1649,0, Not Graduate, Yes,3700000,13100000,14,385,10600000,6800000,9200000,4900000,0
1650,5, Graduate, Yes,1100000,3900000,2,538,400000,1300000,,1600000,1
1651,3, Not Graduate, Yes,9500000,20100000,2,506,16800000,800000,,11000000,0
1652,4, Not Graduate, Yes,2200000,8600000,2,461,1400000,3000000,4700000,2100000,1
1653,4, Not Graduate,nan,5500000,20000000,8,666,3800000,4700000,18000000,7900000,1
1654,5, Not Graduate, No,5000000,10800000,10,345,12300000,5000000,14100000,6300000,0
1655,4, Not Graduate, Yes,6100000,12500000,14,862,11300000,1500000,,6800000,1
1656,3, Not Graduate, No,8100000,22300000,10,686,20400000,8700000,19200000,6200000,1
1657,4, Not Graduate,,5600000,14800000,20,656,9600000,9200000,11600000,6500000,1
1658,5, Graduate, No,600000,1300000,14,408,1000000,300000,1600000,900000,0
1659,1, Graduate,,4900000,16500000,12,439,7500000,1400000,10300000,7200000,0
1660,0, Not Graduate, Yes,3800000,10600000,12,490,3300000,6500000,14400000,3100000,0
1661,4, Graduate, No,7800000,25400000,18,425,3000000,14000000,30500000,7200000,0
1662,4, Graduate, Yes,5900000,17300000,20,657,1500000,5600000,,4100000,1
1663,1, Not Graduate, Yes,9800000,36000000,12,629,28000000,4100000,29800000,11200000,1
1664,0, Not Graduate, Yes,3700000,11300000,6,538,6200000,400000,,5400000,0
1665,2, Graduate, Yes,4800000,15300000,12,503,3300000,4000000,12000000,4300000,0
1666,1, Graduate, Yes,8000000,30600000,14,302,12700000,13100000,23900000,6800000,0
1667,0, Not Graduate, No,4100000,8800000,18,300,10900000,6400000,8600000,3500000,0
1668,4, Not Graduate, No,2600000,7200000,16,612,1300000,1000000,5800000,1400000,1
1669,3, Not Graduate, No,1300000,5000000,6,686,2700000,2000000,4100000,900000,1
1670,0, Graduate, Yes,2300000,4900000,12,409,3300000,2400000,4700000,3200000,0
1671,5, Graduate, No,300000,900000,6,492,800000,300000,700000,400000,0
1672,3, Not Graduate, Yes,4400000,10900000,18,611,8600000,6300000,8800000,3000000,1
1673,5, Not Graduate,nan,5100000,11800000,6,776,7600000,400000,10500000,4400000,1
1674,1, Not Graduate, No,5900000,13000000,6,779,10800000,11600000,13100000,6600000,1
1675,4, Graduate, Yes,2200000,5100000,6,308,3200000,2600000,6600000,3100000,0
1676,4, Not Graduate, No,5400000,12600000,18,786,300000,2500000,21000000,6600000,1
1677,1, Not Graduate, No,7400000,29100000,8,597,12100000,4800000,16300000,7000000,1
1678,4, Graduate, No,5800000,12000000,12,811,9400000,8800000,14200000,3100000,1
1679,3, Not Graduate, Yes,4800000,14200000,12,369,3200000,200000,14000000,3000000,0
1680,2, Not Graduate, Yes,200000,500000,6,746,400000,0,500000,0,1
1681,4, Not Graduate, No,700000,2100000,14,619,1900000,700000,2400000,1000000,1
1682,2, Not Graduate, No,7600000,16700000,20,692,9900000,9600000,25100000,7400000,1
1683,1, Not Graduate, Yes,1400000,3300000,18,321,900000,1500000,3000000,700000,0
1684,3, Not Graduate, No,2700000,10800000,6,480,4400000,0,10300000,3500000,0
1685,4, Graduate,,9000000,28900000,6,637,11300000,1200000,33000000,4800000,1
1686,3, Graduate, No,3700000,9000000,6,483,9300000,400000,9900000,3600000,0
1687,4, Graduate, No,1800000,4100000,8,777,2200000,2500000,3600000,1900000,1
1688,4, Graduate, Yes,2100000,7700000,8,493,4300000,400000,4400000,1300000,0
1689,3, Graduate,nan,9900000,,18,557,18300000,8600000,23000000,9100000,1
1690,1, Not Graduate, Yes,6000000,12200000,16,743,8800000,2600000,20600000,2900000,1
1691,5, Not Graduate, No,5700000,18400000,4,579,12800000,4000000,17200000,4900000,1
1692,0, Graduate, No,7300000,16100000,2,490,7600000,1400000,21800000,10700000,0
1693,0, Not Graduate, No,1000000,2200000,12,302,2200000,400000,3700000,1400000,0
1694,0, Not Graduate,nan,5100000,19900000,12,867,1800000,7100000,18300000,5700000,1
1695,0, Graduate, Yes,2900000,9900000,8,312,1800000,4500000,11200000,3700000,0
1696,3, Not Graduate, No,7600000,19100000,14,762,14800000,15000000,23500000,7300000,1
1697,5, Not Graduate, Yes,6000000,14700000,18,462,15400000,9700000,13800000,3500000,0
1698,1, Graduate, No,6300000,18200000,18,849,4300000,5800000,15500000,5200000,1
1699,4, Graduate, No,600000,1400000,4,507,200000,300000,1700000,400000,0
1700,0, Not Graduate, Yes,800000,3200000,8,467,900000,400000,3100000,800000,0
1701,2, Not Graduate,,6600000,22900000,16,543,2500000,11000000,26300000,8500000,0
1702,4, Graduate, Yes,300000,1100000,12,674,600000,0,800000,200000,1
1703,3, Graduate, No,6100000,13500000,2,717,15700000,4200000,16100000,3400000,1
1704,5, Not Graduate, Yes,4800000,17000000,10,666,6800000,5400000,12400000,2900000,1
1705,4, Not Graduate,nan,4500000,17300000,18,830,200000,4200000,12000000,2500000,1
1706,2, Graduate, No,3800000,9400000,16,383,8300000,500000,9200000,2300000,0
1707,2, Graduate, Yes,7000000,18900000,8,584,13000000,13600000,20600000,5000000,1
1708,5, Graduate, No,5300000,19400000,6,510,14700000,7000000,13600000,3700000,0
1709,0, Not Graduate, Yes,2600000,5900000,6,572,5800000,3100000,7300000,3800000,1
1710,3, Not Graduate, No,3300000,13100000,2,554,6000000,2500000,6700000,3800000,1
1711,1, Not Graduate, Yes,1200000,4800000,6,344,2900000,1700000,3200000,1300000,0
1712,3, Graduate, No,4300000,8600000,8,881,9100000,5200000,15000000,5500000,1
1713,0, Not Graduate, Yes,8400000,27200000,10,514,2500000,6400000,20100000,7200000,0
1714,0, Graduate, No,600000,1800000,18,796,1000000,700000,1200000,500000,1
1715,2, Graduate, Yes,4700000,16200000,12,802,2300000,5400000,14800000,6700000,1
1716,3, Graduate,nan,4200000,12500000,20,375,1300000,5100000,10900000,2400000,0
1717,2, Graduate,,4300000,14700000,2,871,4100000,7300000,13900000,4400000,1
1718,5, Graduate, Yes,9500000,36700000,16,348,3500000,2200000,31600000,11400000,0
1719,3, Graduate, Yes,1400000,3500000,12,610,1200000,600000,,1400000,1
1720,1, Not Graduate, No,6300000,23900000,4,742,1500000,7100000,21800000,4300000,1
1721,1, Not Graduate, Yes,2800000,,18,801,4000000,4900000,7100000,3700000,1
1722,4, Graduate, Yes,5400000,17100000,2,533,13800000,5100000,12200000,4700000,1
1723,3, Not Graduate, Yes,6300000,23900000,16,656,12700000,9300000,15200000,5100000,1
1724,2, Graduate, Yes,4200000,15700000,,332,7000000,700000,13300000,3000000,1
1725,0, Graduate, No,3100000,8100000,18,768,400000,1600000,11600000,2400000,1
1726,1, Graduate, No,3400000,8600000,6,640,7700000,1000000,7800000,4400000,1
1727,3, Not Graduate,,900000,2000000,18,772,2300000,700000,3500000,800000,1
1728,4, Graduate, Yes,7800000,25600000,4,665,1000000,2300000,27300000,8200000,1
1729,1, Not Graduate, No,8400000,32500000,14,698,20600000,5900000,17300000,12200000,1
1730,1, Not Graduate, No,9600000,28300000,6,536,18700000,9300000,27300000,6000000,0
1731,5, Not Graduate, Yes,2100000,6500000,10,796,2400000,2800000,7300000,2700000,1
1732,1, Not Graduate, Yes,5300000,18500000,6,501,6700000,8600000,16600000,4300000,0
1733,1, Not Graduate, Yes,9700000,23500000,4,666,15100000,9400000,23300000,8000000,1
1734,5, Graduate, No,3400000,6900000,14,312,1800000,400000,10300000,3800000,0
1735,1, Graduate, No,8200000,24000000,4,366,10900000,15200000,25200000,10400000,0
1736,4, Not Graduate, No,4200000,11100000,8,526,11600000,200000,16800000,4900000,0
1737,5, Not Graduate, No,6300000,20100000,12,774,15600000,11800000,16200000,5800000,1
1738,5, Not Graduate, Yes,9700000,29100000,18,732,4700000,7400000,35600000,12400000,1
1739,1, Not Graduate, No,6500000,16000000,6,862,2000000,0,24000000,9700000,1
1740,4, Not Graduate, Yes,1100000,3000000,4,730,300000,600000,3600000,1100000,1
1741,2, Graduate, Yes,8200000,23600000,6,495,23000000,10600000,27200000,6100000,0
1742,1, Not Graduate,,1200000,2700000,14,779,600000,2200000,2400000,600000,1
1743,0, Not Graduate, No,9500000,24800000,2,564,17400000,16000000,19600000,12000000,1
1744,0, Not Graduate, Yes,8600000,32600000,8,778,21500000,14100000,33600000,11000000,1
1745,0, Not Graduate, Yes,7100000,18600000,20,770,19200000,13100000,23100000,5100000,1
1746,0, Not Graduate, No,9000000,28400000,4,612,0,7200000,26900000,13200000,1
1747,3, Graduate, Yes,1400000,2700000,14,819,1200000,1500000,4000000,1300000,1
1748,1, Graduate, No,8800000,20200000,6,627,24200000,16100000,,11900000,1
1749,3, Not Graduate, Yes,5400000,14700000,4,359,12300000,9900000,15100000,6100000,0
1750,3, Graduate, Yes,7700000,18100000,20,736,7800000,14500000,29100000,10000000,1
1751,1, Graduate,,6100000,12900000,2,302,8900000,7500000,15600000,7200000,0
1752,4, Graduate, Yes,4700000,12000000,2,416,5800000,8200000,13000000,6800000,0
1753,2, Graduate,nan,9100000,34800000,20,836,21300000,10900000,30600000,9900000,1
1754,4, Not Graduate, No,8500000,24900000,2,405,1900000,400000,,11400000,0
1755,2, Graduate, Yes,9900000,33400000,14,783,16600000,16100000,21000000,9500000,1
1756,0, Not Graduate, Yes,1200000,2800000,14,892,3200000,100000,,1700000,1
1757,2, Not Graduate, Yes,5800000,22800000,14,696,12100000,200000,20800000,4800000,1
1758,1, Graduate, No,2500000,7600000,20,888,7400000,4200000,6400000,1900000,1
1759,1, Not Graduate, Yes,600000,1400000,10,699,400000,500000,1300000,800000,1
1760,5, Graduate, No,4900000,13000000,10,865,13300000,3700000,14700000,6500000,1
1761,2, Graduate, No,5300000,19300000,,368,14700000,400000,11600000,3700000,0
1762,4, Not Graduate, No,2600000,8800000,10,682,4500000,4700000,10300000,1600000,1
1763,1, Graduate, Yes,9700000,25500000,18,741,21900000,6200000,34800000,4900000,1
1764,5, Not Graduate, Yes,600000,1200000,8,343,100000,700000,1600000,600000,0
1765,0, Graduate,nan,4100000,11100000,16,785,6800000,5300000,8500000,4800000,1
1766,1, Not Graduate, Yes,8000000,28000000,20,830,22400000,12600000,25600000,10600000,1
1767,2, Graduate, No,8800000,26700000,16,696,12900000,15300000,20300000,10900000,1
1768,1, Graduate, No,200000,300000,12,697,600000,300000,700000,100000,1
1769,0, Graduate, Yes,3800000,11700000,2,351,100000,6700000,12500000,3100000,1
1770,3, Graduate, No,6800000,21800000,10,556,16400000,9300000,19100000,5400000,1
1771,2, Graduate, Yes,2800000,8400000,,534,8300000,4800000,10600000,1500000,0
1772,4, Graduate, Yes,7600000,16200000,20,657,1900000,9300000,28500000,5500000,1
1773,3, Not Graduate, Yes,4600000,13600000,20,729,1300000,8900000,17200000,5900000,1
1774,1, Not Graduate,,2600000,7700000,6,399,3700000,4300000,8900000,3500000,0
1775,2, Not Graduate,,2700000,6700000,8,413,7600000,800000,9200000,2300000,0
1776,5, Graduate, Yes,6300000,13200000,16,321,6700000,4000000,15200000,7100000,0
1777,0, Graduate, Yes,2600000,7500000,2,853,4200000,3900000,9600000,1400000,1
1778,4, Not Graduate, Yes,7700000,23400000,6,400,3900000,3400000,,10700000,0
1779,0, Graduate, Yes,7400000,16300000,16,630,11200000,13200000,28400000,5300000,1
1780,3, Graduate, Yes,6600000,16000000,10,510,1200000,4800000,13300000,6300000,0
1781,2, Graduate, Yes,2700000,9600000,14,554,5800000,200000,10200000,1900000,1
1782,0, Graduate, No,4900000,18500000,8,659,8800000,1700000,14700000,4900000,1
1783,5, Graduate, Yes,8800000,21300000,14,852,8000000,6400000,28500000,9900000,1
1784,5, Not Graduate, No,4000000,14100000,18,653,5800000,4100000,9400000,5400000,1
1785,4, Graduate, Yes,3900000,9200000,12,737,2800000,2300000,12300000,5200000,1
1786,3, Graduate, Yes,7700000,18900000,2,583,9300000,3000000,16700000,9300000,1
1787,1, Graduate, Yes,3800000,10000000,16,873,5100000,2800000,10300000,4000000,1
1788,5, Graduate, No,8000000,27000000,20,595,4500000,5200000,24800000,10400000,1
1789,5, Graduate, Yes,3400000,11300000,20,871,6500000,3900000,9700000,2400000,1
1790,5, Graduate, Yes,5500000,18800000,12,603,3300000,700000,21000000,5000000,1
1791,0, Not Graduate, No,7700000,29300000,14,801,6200000,11800000,23400000,4700000,1
1792,5, Graduate, No,4000000,9400000,4,723,200000,0,12100000,2000000,1
1793,0, Not Graduate,nan,2600000,9900000,20,368,3600000,1500000,5200000,2000000,0
1794,3, Graduate, No,6600000,22200000,12,759,8900000,2200000,18700000,8500000,1
1795,0, Not Graduate, Yes,1000000,3000000,18,382,2200000,700000,3500000,900000,0
1796,0, Graduate, No,3200000,6300000,6,878,6700000,5200000,8100000,3600000,1
1797,4, Graduate, No,8400000,23400000,12,350,18700000,9100000,27500000,6700000,0
1798,3, Graduate,,5800000,17600000,6,720,4900000,4200000,18800000,6600000,1
1799,1, Graduate, No,3900000,8000000,6,448,100000,1900000,9800000,4000000,0
1800,0, Graduate, No,3600000,12300000,2,300,5200000,3000000,14300000,5400000,1
1801,1, Graduate, No,5200000,15000000,12,794,3200000,7200000,16500000,5100000,1
1802,3, Graduate, Yes,4400000,10000000,8,875,5900000,5200000,,4100000,1
1803,1, Not Graduate, Yes,5100000,12900000,14,533,6700000,6700000,14400000,3900000,0
1804,0, Graduate, No,6000000,23600000,,776,13800000,2700000,23400000,8800000,1
1805,2, Graduate, No,3800000,11400000,6,706,1000000,4000000,12100000,2800000,1
1806,3, Graduate, No,2800000,10900000,2,710,600000,2400000,5600000,3600000,1
1807,2, Not Graduate, Yes,1600000,6400000,4,787,1000000,300000,5500000,1100000,1
1808,0, Graduate, Yes,9600000,20100000,16,427,7200000,2300000,,7400000,0
1809,1, Graduate,,6600000,24800000,4,500,8600000,4100000,16700000,6100000,1
1810,4, Graduate, No,5100000,12200000,14,511,2700000,6000000,18300000,3400000,0
1811,1, Not Graduate, Yes,9500000,24400000,14,696,25500000,6700000,29500000,6300000,1
1812,0, Not Graduate, Yes,7600000,27600000,2,437,10000000,11200000,27600000,6800000,1
1813,2, Not Graduate, Yes,8400000,20800000,12,335,6700000,12300000,18500000,10100000,0
1814,4, Graduate, No,7600000,25100000,4,671,4600000,13200000,27400000,4300000,1
1815,4, Not Graduate, Yes,2700000,6800000,10,455,4700000,2600000,7400000,2700000,0
1816,1, Graduate, Yes,200000,500000,10,856,500000,200000,500000,200000,1
1817,4, Graduate, No,5200000,12900000,16,819,3400000,4100000,16800000,7500000,1
1818,0, Not Graduate, Yes,5100000,11600000,10,308,8700000,1300000,10700000,7000000,0
1819,4, Graduate, Yes,9200000,18600000,2,889,26900000,4200000,33300000,9700000,1
1820,5, Not Graduate, No,6500000,23200000,18,713,6700000,1400000,13400000,7200000,1
1821,2, Not Graduate, No,2000000,,16,497,5100000,200000,5700000,2800000,0
1822,3, Graduate,nan,1400000,2700000,,694,3800000,200000,3600000,1700000,1
1823,1, Not Graduate, Yes,1700000,5600000,2,882,3100000,2600000,6700000,1600000,1
1824,2, Graduate, Yes,5300000,14900000,6,504,10600000,2100000,,3200000,0
1825,4, Not Graduate, No,8900000,30100000,2,747,20600000,12900000,20700000,10300000,1
1826,3, Graduate, No,9700000,35300000,4,462,11500000,9500000,33700000,7200000,1
1827,2, Not Graduate, Yes,8500000,30900000,6,664,5700000,9900000,,7400000,1
1828,1, Not Graduate, No,3500000,10900000,4,524,8800000,6200000,13600000,2800000,1
1829,3, Graduate, No,8900000,19100000,,807,2300000,16500000,,10400000,1
1830,2, Not Graduate, Yes,7800000,27200000,18,622,6000000,6000000,26400000,4300000,1
1831,5, Not Graduate, Yes,9800000,27800000,6,827,2400000,14900000,32800000,9500000,1
1832,0, Graduate, No,5200000,19000000,14,687,11900000,500000,,4400000,1
1833,4, Graduate, No,7400000,19400000,16,835,16400000,14200000,23500000,6500000,1
1834,1, Not Graduate, Yes,1000000,3200000,2,710,100000,200000,3300000,900000,1
1835,3, Graduate, Yes,9500000,32500000,14,581,2800000,14300000,36000000,4700000,1
1836,3, Not Graduate, No,4500000,11700000,18,775,8700000,2800000,12700000,4500000,1
1837,2, Graduate, No,4900000,16000000,12,710,8700000,7100000,10000000,5700000,1
1838,3, Not Graduate, Yes,8300000,31400000,6,674,1000000,1600000,17200000,6100000,0
1839,4, Graduate, Yes,5600000,13000000,4,899,10500000,9100000,11400000,6400000,1
1840,5, Not Graduate,,4400000,12300000,8,567,2400000,500000,12900000,6300000,1
1841,3, Graduate, No,2100000,5400000,8,771,5200000,3700000,6200000,1000000,1
1842,0, Not Graduate, No,6300000,19600000,6,425,15900000,10400000,13300000,5900000,0
1843,4, Graduate, No,9900000,30000000,18,496,10400000,8000000,29300000,13800000,0
1844,3, Not Graduate, No,700000,1600000,20,705,600000,900000,2300000,700000,1
1845,4, Not Graduate, No,3600000,12400000,14,427,10400000,2400000,9100000,2600000,0
1846,0, Not Graduate, No,8900000,19100000,2,725,8300000,15000000,19000000,8800000,1
1847,1, Not Graduate, No,8100000,25400000,6,477,4500000,13200000,23200000,4400000,0
1848,4, Graduate, Yes,6800000,22100000,4,446,3700000,4600000,18900000,9200000,1
1849,0, Not Graduate, Yes,2600000,8200000,8,630,6000000,4900000,7500000,2000000,1
1850,5, Not Graduate, Yes,300000,1100000,20,613,600000,400000,700000,200000,1
1851,2, Graduate, Yes,2400000,7500000,4,851,3100000,700000,5600000,2400000,1
1852,0, Not Graduate, No,6000000,20600000,12,339,3400000,10700000,17200000,8200000,0
1853,0, Graduate, Yes,7000000,22100000,14,467,10000000,6400000,26100000,5800000,0
1854,5, Not Graduate, Yes,7000000,24000000,14,450,10300000,5700000,21100000,4700000,0
1855,2, Not Graduate, Yes,2100000,4600000,4,348,5400000,0,7400000,1400000,0
1856,2, Not Graduate,,3900000,,18,523,800000,300000,9900000,2300000,0
1857,0, Graduate, No,4700000,15200000,10,786,11100000,8000000,9600000,3200000,1
1858,0, Not Graduate,,1800000,6500000,12,728,3500000,0,6100000,1900000,1
1859,3, Not Graduate, Yes,8600000,32000000,4,497,11400000,3300000,18600000,4900000,1
1860,1, Not Graduate, Yes,3600000,13700000,10,548,9900000,2400000,8900000,4100000,0
